Vernier Format 2
20250319_RedDelicious_Run26.SBL	15:15  Wednesday, March 19, 2025
Run 15
Time	Transmittance	Absorbance
Time	%Trans	Abs
s	%	

0.000000000	95.543251038	0.019799985
2.000000000	95.565246582	0.019700015
4.000000000	95.565246582	0.019700015
6.000000000	95.565246582	0.019700015
8.000000000	95.543251038	0.019799985
10.000000000	95.543251038	0.019799985
12.000000000	95.543251038	0.019799985
14.000000000	95.543251038	0.019799985
16.000000000	95.543251038	0.019799985
18.000000000	95.543251038	0.019799985
20.000000000	95.543251038	0.019799985
22.000000000	95.543251038	0.019799985
24.000000000	95.543251038	0.019799985
26.000000000	95.543251038	0.019799985
28.000000000	95.543251038	0.019799985
30.000000000	95.521247864	0.019900013
32.000000000	95.521247864	0.019900013
34.000000000	95.521247864	0.019900013
36.000000000	95.543251038	0.019799985
38.000000000	95.543251038	0.019799985
40.000000000	95.543251038	0.019799985
42.000000000	95.521247864	0.019900013
44.000000000	95.543251038	0.019799985
46.000000000	95.543251038	0.019799985
48.000000000	95.543251038	0.019799985
50.000000000	95.543251038	0.019799985
52.000000000	95.499259949	0.019999994
54.000000000	95.543251038	0.019799985
56.000000000	95.521247864	0.019900013
58.000000000	95.543251038	0.019799985
60.000000000	95.543251038	0.019799985
62.000000000	95.543251038	0.019799985
64.000000000	95.543251038	0.019799985
66.000000000	95.543251038	0.019799985
68.000000000	95.543251038	0.019799985
70.000000000	95.543251038	0.019799985
72.000000000	95.543251038	0.019799985
74.000000000	95.543251038	0.019799985
76.000000000	95.543251038	0.019799985
78.000000000	95.543251038	0.019799985
80.000000000	95.543251038	0.019799985
82.000000000	95.521247864	0.019900013
84.000000000	95.521247864	0.019900013
86.000000000	95.521247864	0.019900013
88.000000000	95.521247864	0.019900013
90.000000000	95.521247864	0.019900013
92.000000000	95.521247864	0.019900013
94.000000000	95.499259949	0.019999994
96.000000000	95.521247864	0.019900013
98.000000000	95.521247864	0.019900013
100.000000000	95.521247864	0.019900013
102.000000000	95.521247864	0.019900013
104.000000000	95.521247864	0.019900013
106.000000000	95.521247864	0.019900013
108.000000000	95.521247864	0.019900013
110.000000000	95.521247864	0.019900013
112.000000000	95.521247864	0.019900013
114.000000000	95.521247864	0.019900013
116.000000000	95.521247864	0.019900013
118.000000000	95.521247864	0.019900013
120.000000000	95.521247864	0.019900013
122.000000000	95.521247864	0.019900013
124.000000000	95.521247864	0.019900013
126.000000000	95.521247864	0.019900013
128.000000000	95.521247864	0.019900013
130.000000000	95.521247864	0.019900013
132.000000000	95.499259949	0.019999994
134.000000000	95.499259949	0.019999994
136.000000000	95.499259949	0.019999994
138.000000000	95.521247864	0.019900013
140.000000000	95.521247864	0.019900013
142.000000000	95.521247864	0.019900013
144.000000000	95.499259949	0.019999994
146.000000000	95.521247864	0.019900013
148.000000000	95.521247864	0.019900013
150.000000000	95.521247864	0.019900013
152.000000000	95.521247864	0.019900013
154.000000000	95.499259949	0.019999994
156.000000000	95.521247864	0.019900013
158.000000000	95.521247864	0.019900013
160.000000000	95.521247864	0.019900013
162.000000000	95.521247864	0.019900013
164.000000000	95.521247864	0.019900013
166.000000000	95.521247864	0.019900013
168.000000000	95.521247864	0.019900013
170.000000000	95.521247864	0.019900013
172.000000000	95.521247864	0.019900013
174.000000000	95.521247864	0.019900013
176.000000000	95.499259949	0.019999994
178.000000000	95.499259949	0.019999994
180.000000000	95.521247864	0.019900013
